1.000	40
1.100	36
1.200	73
1.300	85
1.400	71
1.500	90
1.600	80
1.700	70
1.800	76
1.900	98
2.000	89
2.100	89
2.200	90
2.300	73
2.400	76
2.500	94
2.600	82
2.700	92
2.800	65
2.900	71
3.000	60
3.100	76
3.200	69
3.300	62
3.400	73
3.500	70
3.600	61
3.700	52
3.800	47
3.900	47
4.000	61
4.100	52
4.200	51
4.300	56
4.400	55
4.500	49
4.600	47
4.700	61
4.800	42
4.900	48
5.000	42
5.100	38
5.200	50
5.300	45
5.400	41
5.500	37
5.600	53
5.700	47
5.800	33
5.900	32
6.000	43
6.100	27
6.200	48
6.300	28
6.400	45
6.500	28
6.600	51
6.700	44
6.800	41
6.900	38
7.000	32
7.100	44
7.200	38
7.300	37
7.400	35
7.500	29
7.600	29
7.700	44
7.800	39
7.900	41
8.000	42
8.100	46
8.200	36
8.300	38
8.400	42
8.500	42
8.600	37
8.700	39
8.800	41
8.900	36
9.000	37
9.100	57
9.200	74
9.300	88
9.400	119
9.500	125
9.600	120
9.700	63
9.800	36
9.900	39
10.000	32
10.100	42
10.200	33
10.300	41
10.400	39
10.500	36
10.600	30
10.700	37
10.800	41
10.900	26
11.000	33
11.100	35
11.200	40
11.300	26
11.400	27
11.500	32
11.600	57
11.700	83
11.800	128
11.900	220
12.000	474
12.100	583
12.200	454
12.300	219
12.400	63
12.500	20
12.600	21
12.700	16
12.800	26
12.900	20
13.000	25
13.100	22
13.200	18
13.300	18
13.400	13
13.500	20
13.600	17
13.700	18
13.800	21
13.900	23
14.000	21
14.100	17
14.200	12
14.300	23
14.400	24
14.500	15
14.600	11
14.700	20
14.800	14
14.900	13
15.000	23
15.100	9
15.200	10
15.300	12
15.400	16
15.500	12
15.600	6
15.700	11
15.800	11
15.900	13
16.000	21
16.100	19
16.200	19
16.300	30
16.400	35
16.500	52
16.600	56
16.700	23
16.800	25
16.900	16
17.000	18
17.100	12
17.200	15
17.300	13
17.400	12
17.500	16
17.600	22
17.700	42
17.800	48
17.900	41
18.000	42
18.100	24
18.200	37
18.300	32
18.400	28
18.500	12
18.600	16
18.700	8
18.800	14
18.900	20
19.000	34
19.100	39
19.200	35
19.300	19
19.400	12
19.500	17
19.600	10
19.700	11
19.800	10
19.900	10
20.000	7
20.100	6
20.200	11
20.300	12
20.400	15
20.500	30
20.600	36
20.700	19
20.800	13
20.900	9
21.000	14
21.100	10
21.200	14
21.300	8
21.400	7
21.500	11
21.600	11
21.700	11
21.800	9
21.900	7
22.000	13
22.100	24
22.200	17
22.300	65
22.400	98
22.500	89
22.600	49
22.700	25
22.800	16
22.900	6
23.000	7
23.100	9
23.200	8
23.300	15
23.400	10
23.500	12
23.600	15
23.700	8
23.800	15
23.900	10
24.000	7
24.100	25
24.200	13
24.300	26
24.400	45
24.500	34
24.600	31
24.700	28
24.800	17
24.900	9
25.000	14
25.100	7
25.200	13
25.300	10
25.400	17
25.500	10
25.600	9
25.700	10
25.800	14
25.900	9
26.000	17
26.100	7
26.200	17
26.300	21
26.400	48
26.500	71
26.600	65
26.700	37
26.800	25
26.900	15
27.000	12
27.100	14
27.200	12
27.300	5
27.400	8
27.500	10
27.600	8
27.700	11
27.800	6
27.900	19
28.000	19
28.100	17
28.200	14
28.300	21
28.400	10
28.500	11
28.600	14
28.700	10
28.800	14
28.900	21
29.000	17
29.100	8
29.200	8
29.300	14
29.400	16
29.500	37
29.600	63
29.700	89
29.800	103
29.900	79
30.000	69
30.100	36
30.200	22
30.300	13
30.400	13
30.500	11
30.600	5
30.700	8
30.800	5
30.900	9
31.000	6
31.100	13
31.200	18
31.300	12
31.400	17
31.500	5
31.600	12
31.700	17
31.800	27
31.900	25
32.000	26
32.100	19
32.200	14
32.300	14
32.400	14
32.500	7
32.600	11
32.700	22
32.800	34
32.900	15
33.000	13
33.100	11
33.200	10
33.300	11
33.400	17
33.500	11
33.600	15
33.700	9
33.800	17
33.900	13
34.000	14
34.100	19
34.200	35
34.300	35
34.400	26
34.500	39
34.600	15
34.700	34
34.800	34
34.900	36
35.000	28
35.100	19
35.200	19
35.300	5
35.400	14
35.500	8
35.600	20
35.700	20
35.800	19
35.900	25
36.000	14
36.100	8
36.200	17
36.300	9
36.400	10
36.500	12
36.600	8
36.700	11
36.800	6
36.900	9
37.000	4
37.100	6
37.200	6
37.300	6
37.400	6
37.500	8
37.600	8
37.700	6
37.800	17
37.900	9
38.000	11
38.100	8
38.200	19
38.300	28
38.400	13
38.500	15
38.600	9
38.700	6
38.800	13
38.900	10
39.000	12
39.100	7
39.200	5
39.300	14
39.400	13
39.500	13
39.600	6
39.700	19
39.800	16
39.900	14
40.000	13
