1.000	29
1.100	45
1.200	72
1.300	64
1.400	66
1.500	68
1.600	89
1.700	89
1.800	70
1.900	77
2.000	78
2.100	74
2.200	84
2.300	88
2.400	83
2.500	93
2.600	82
2.700	93
2.800	80
2.900	92
3.000	79
3.100	83
3.200	65
3.300	95
3.400	90
3.500	96
3.600	86
3.700	103
3.800	87
3.900	80
4.000	82
4.100	97
4.200	103
4.300	107
4.400	109
4.500	94
4.600	112
4.700	100
4.800	104
4.900	89
5.000	71
5.100	106
5.200	79
5.300	98
5.400	65
5.500	74
5.600	76
5.700	70
5.800	72
5.900	54
6.000	65
6.100	48
6.200	63
6.300	48
6.400	54
6.500	59
6.600	55
6.700	52
6.800	41
6.900	49
7.000	54
7.100	49
7.200	38
7.300	57
7.400	57
7.500	53
7.600	48
7.700	52
7.800	46
7.900	64
8.000	67
8.100	54
8.200	51
8.300	55
8.400	49
8.500	66
8.600	53
8.700	54
8.800	56
8.900	57
9.000	65
9.100	61
9.200	66
9.300	46
9.400	54
9.500	49
9.600	62
9.700	61
9.800	62
9.900	65
10.000	60
10.100	58
10.200	60
10.300	42
10.400	47
10.500	50
10.600	57
10.700	52
10.800	62
10.900	55
11.000	41
11.100	45
11.200	33
11.300	37
11.400	44
11.500	36
11.600	39
11.700	44
11.800	47
11.900	41
12.000	43
12.100	49
12.200	61
12.300	84
12.400	83
12.500	104
12.600	125
12.700	175
12.800	250
12.900	254
13.000	168
13.100	101
13.200	64
13.300	56
13.400	45
13.500	51
13.600	48
13.700	42
13.800	44
13.900	65
14.000	79
14.100	136
14.200	231
14.300	348
14.400	312
14.500	208
14.600	94
14.700	51
14.800	54
14.900	25
15.000	32
15.100	37
15.200	25
15.300	29
15.400	31
15.500	22
15.600	36
15.700	29
15.800	30
15.900	24
16.000	31
16.100	30
16.200	32
16.300	25
16.400	24
16.500	30
16.600	24
16.700	23
16.800	15
16.900	12
17.000	16
17.100	23
17.200	27
17.300	18
17.400	23
17.500	29
17.600	30
17.700	27
17.800	27
17.900	60
18.000	67
18.100	120
18.200	180
18.300	188
18.400	124
18.500	57
18.600	39
18.700	34
18.800	22
18.900	22
19.000	24
19.100	29
19.200	26
19.300	29
19.400	23
19.500	22
19.600	21
19.700	20
19.800	28
19.900	26
20.000	36
20.100	61
20.200	117
20.300	197
20.400	249
20.500	161
20.600	104
20.700	37
20.800	25
20.900	28
21.000	23
21.100	22
21.200	19
21.300	27
21.400	14
21.500	27
21.600	19
21.700	15
21.800	23
21.900	22
22.000	34
22.100	31
22.200	35
22.300	55
22.400	76
22.500	48
22.600	36
22.700	28
22.800	20
22.900	18
23.000	17
23.100	17
23.200	13
23.300	24
23.400	16
23.500	16
23.600	16
23.700	17
23.800	20
23.900	29
24.000	37
24.100	34
24.200	37
24.300	17
24.400	28
24.500	25
24.600	17
24.700	24
24.800	39
24.900	59
25.000	104
25.100	73
25.200	57
25.300	39
25.400	23
25.500	22
25.600	17
25.700	16
25.800	36
25.900	46
26.000	41
26.100	43
26.200	30
26.300	22
26.400	20
26.500	24
26.600	25
26.700	16
26.800	23
26.900	27
27.000	24
27.100	19
27.200	34
27.300	17
27.400	20
27.500	23
27.600	20
27.700	10
27.800	25
27.900	26
28.000	18
28.100	23
28.200	13
28.300	22
28.400	16
28.500	24
28.600	17
28.700	20
28.800	27
28.900	63
29.000	79
29.100	101
29.200	72
29.300	58
29.400	40
29.500	20
29.600	25
29.700	27
29.800	26
29.900	22
30.000	27
30.100	19
30.200	20
30.300	18
30.400	15
30.500	20
30.600	19
30.700	17
30.800	23
30.900	17
31.000	33
31.100	31
31.200	15
31.300	33
31.400	17
31.500	18
31.600	30
31.700	32
31.800	41
31.900	53
32.000	53
32.100	34
32.200	35
32.300	30
32.400	37
32.500	79
32.600	75
32.700	74
32.800	55
32.900	28
33.000	18
33.100	25
33.200	22
33.300	18
33.400	14
33.500	9
33.600	18
33.700	20
33.800	16
33.900	17
34.000	23
34.100	15
34.200	22
34.300	22
34.400	15
34.500	22
34.600	17
34.700	14
34.800	19
34.900	17
35.000	20
35.100	18
35.200	17
35.300	18
35.400	26
35.500	29
35.600	38
35.700	56
35.800	60
35.900	48
36.000	28
36.100	25
36.200	18
36.300	19
36.400	15
36.500	11
36.600	21
36.700	17
36.800	22
36.900	17
37.000	26
37.100	24
37.200	28
37.300	19
37.400	14
37.500	10
37.600	12
37.700	9
37.800	14
37.900	17
38.000	18
38.100	14
38.200	28
38.300	10
38.400	18
38.500	20
38.600	19
38.700	15
38.800	14
38.900	18
39.000	16
39.100	20
39.200	20
39.300	23
39.400	26
39.500	32
39.600	20
39.700	18
39.800	15
39.900	22
40.000	10
