1.000	41
1.100	44
1.200	55
1.300	56
1.400	69
1.500	87
1.600	75
1.700	79
1.800	83
1.900	78
2.000	85
2.100	91
2.200	73
2.300	94
2.400	77
2.500	89
2.600	74
2.700	94
2.800	81
2.900	81
3.000	63
3.100	83
3.200	68
3.300	64
3.400	48
3.500	64
3.600	40
3.700	54
3.800	44
3.900	51
4.000	45
4.100	50
4.200	41
4.300	51
4.400	48
4.500	38
4.600	53
4.700	45
4.800	43
4.900	36
5.000	47
5.100	47
5.200	37
5.300	42
5.400	36
5.500	47
5.600	49
5.700	36
5.800	44
5.900	35
6.000	36
6.100	43
6.200	36
6.300	28
6.400	32
6.500	38
6.600	24
6.700	31
6.800	37
6.900	27
7.000	36
7.100	28
7.200	26
7.300	30
7.400	33
7.500	26
7.600	28
7.700	36
7.800	31
7.900	36
8.000	25
8.100	32
8.200	29
8.300	31
8.400	23
8.500	26
8.600	28
8.700	44
8.800	34
8.900	38
9.000	31
9.100	33
9.200	37
9.300	29
9.400	28
9.500	40
9.600	32
9.700	39
9.800	28
9.900	29
10.000	41
10.100	33
10.200	36
10.300	45
10.400	26
10.500	30
10.600	29
10.700	28
10.800	35
10.900	30
11.000	30
11.100	35
11.200	26
11.300	29
11.400	32
11.500	38
11.600	27
11.700	29
11.800	33
11.900	35
12.000	31
12.100	41
12.200	30
12.300	51
12.400	76
12.500	105
12.600	172
12.700	298
12.800	527
12.900	727
13.000	545
13.100	237
13.200	66
13.300	30
13.400	29
13.500	28
13.600	26
13.700	20
13.800	27
13.900	23
14.000	25
14.100	24
14.200	26
14.300	23
14.400	26
14.500	26
14.600	24
14.700	26
14.800	19
14.900	25
15.000	19
15.100	30
15.200	17
15.300	15
15.400	17
15.500	14
15.600	14
15.700	10
15.800	14
15.900	21
16.000	19
16.100	12
16.200	17
16.300	22
16.400	21
16.500	12
16.600	23
16.700	18
16.800	14
16.900	11
17.000	15
17.100	14
17.200	17
17.300	15
17.400	17
17.500	17
17.600	11
17.700	15
17.800	8
17.900	17
18.000	27
18.100	16
18.200	16
18.300	16
18.400	15
18.500	22
18.600	10
18.700	23
18.800	13
18.900	20
19.000	20
19.100	18
19.200	16
19.300	7
19.400	11
19.500	18
19.600	12
19.700	11
19.800	18
19.900	13
20.000	16
20.100	15
20.200	11
20.300	16
20.400	15
20.500	24
20.600	25
20.700	20
20.800	30
20.900	71
21.000	223
21.100	371
21.200	480
21.300	403
21.400	189
21.500	62
21.600	31
21.700	17
21.800	19
21.900	10
22.000	14
22.100	24
22.200	26
22.300	16
22.400	17
22.500	15
22.600	21
22.700	18
22.800	18
22.900	12
23.000	17
23.100	20
23.200	9
23.300	11
23.400	17
23.500	17
23.600	9
23.700	15
23.800	19
23.900	13
24.000	18
24.100	17
24.200	13
24.300	15
24.400	20
24.500	29
24.600	31
24.700	91
24.800	194
24.900	291
25.000	304
25.100	158
25.200	57
25.300	24
25.400	19
25.500	12
25.600	17
25.700	11
25.800	18
25.900	15
26.000	10
26.100	10
26.200	11
26.300	13
26.400	14
26.500	9
26.600	19
26.700	12
26.800	17
26.900	16
27.000	16
27.100	12
27.200	17
27.300	12
27.400	13
27.500	18
27.600	12
27.700	7
27.800	13
27.900	13
28.000	12
28.100	12
28.200	15
28.300	14
28.400	12
28.500	7
28.600	11
28.700	10
28.800	5
28.900	17
29.000	6
29.100	9
29.200	21
29.300	12
29.400	10
29.500	9
29.600	10
29.700	13
29.800	12
29.900	24
30.000	37
30.100	80
30.200	112
30.300	59
30.400	53
30.500	19
30.600	16
30.700	9
30.800	9
30.900	12
31.000	9
31.100	5
31.200	8
31.300	10
31.400	14
31.500	10
31.600	16
31.700	11
31.800	6
31.900	19
32.000	11
32.100	14
32.200	11
32.300	9
32.400	12
32.500	13
32.600	15
32.700	30
32.800	53
32.900	113
33.000	128
33.100	99
33.200	49
33.300	28
33.400	25
33.500	16
33.600	11
33.700	12
33.800	15
33.900	14
34.000	10
34.100	8
34.200	10
34.300	19
34.400	15
34.500	8
34.600	16
34.700	10
34.800	18
34.900	8
35.000	12
35.100	11
35.200	13
35.300	12
35.400	12
35.500	8
35.600	13
35.700	14
35.800	4
35.900	7
36.000	12
36.100	14
36.200	9
36.300	12
36.400	10
36.500	15
36.600	10
36.700	7
36.800	13
36.900	12
37.000	47
37.100	101
37.200	174
37.300	130
37.400	75
37.500	49
37.600	33
37.700	13
37.800	17
37.900	8
38.000	10
38.100	13
38.200	8
38.300	15
38.400	11
38.500	13
38.600	12
38.700	15
38.800	6
38.900	8
39.000	10
39.100	12
39.200	11
39.300	19
39.400	44
39.500	71
39.600	77
39.700	53
39.800	40
39.900	30
40.000	12
